cell_id,block,task,task_group,world_seed,arm,experiment_index,leaderboard_score,recipe_sha256,committed_operation_count,committed_operations
A_E_public--reaction-safety-constrained--seed267586659--opaque,A_E_public,reaction-safety-constrained,A-E Reaction safety,267586659,opaque,7,0.1214634916269786,d7e8641f34e2396f7df8a6ee8fa5a1bcd2188bf2357372489d8c9a0726d5e7ba,7,"[{""operation"": ""add_solvent"", ""solvent"": 0, ""volume_L"": 0.028}, {""amount_mol"": 0.03, ""operation"": ""add_reagent""}, {""catalyst"": 1, ""catalyst_amount_mol"": 0.0006, ""operation"": ""add_catalyst""}, {""duration_s"": 3600, ""operation"": ""heat"", ""stirring_speed_rpm"": 600, ""target_temperature_K"": 370}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed267586659--opaque,A_E_public,reaction-safety-constrained,A-E Reaction safety,267586659,opaque,8,0.10889039503040042,d7e8641f34e2396f7df8a6ee8fa5a1bcd2188bf2357372489d8c9a0726d5e7ba,7,"[{""operation"": ""add_solvent"", ""solvent"": 0, ""volume_L"": 0.028}, {""amount_mol"": 0.03, ""operation"": ""add_reagent""}, {""catalyst"": 1, ""catalyst_amount_mol"": 0.0006, ""operation"": ""add_catalyst""}, {""duration_s"": 3600, ""operation"": ""heat"", ""stirring_speed_rpm"": 600, ""target_temperature_K"": 370}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--aligned_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,aligned_nominal,1,0.030551346539708396,d2b7db6a286f2f541dc24fd1a03290668184a18eed77193dbcf54ed914bfc80e,8,"[{""operation"": ""add_solvent"", ""solvent"": 0, ""volume_L"": 0.025}, {""amount_mol"": 0.03, ""operation"": ""add_reagent""}, {""catalyst"": 0, ""catalyst_amount_mol"": 0.0006, ""operation"": ""add_catalyst""}, {""duration_s"": 5400, ""operation"": ""heat"", ""stirring_speed_rpm"": 400, ""target_temperature_K"": 340}, {""operation"": ""quench""}, {""instrument"": ""hplc"", ""operation"": ""measure""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--aligned_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,aligned_nominal,2,0.0913350721830785,7621b576af1eea3e1392aca76384587b7aea7e41e8d4a90772fe08c84c33ec25,8,"[{""operation"": ""add_solvent"", ""solvent"": 1, ""volume_L"": 0.025}, {""amount_mol"": 0.028, ""operation"": ""add_reagent""}, {""catalyst"": 1, ""catalyst_amount_mol"": 0.0005, ""operation"": ""add_catalyst""}, {""duration_s"": 5400, ""operation"": ""heat"", ""stirring_speed_rpm"": 400, ""target_temperature_K"": 360}, {""operation"": ""quench""}, {""instrument"": ""hplc"", ""operation"": ""measure""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--aligned_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,aligned_nominal,3,0.0006769769933192282,47041393542300273800e766a79fc08730b15b6d687e707aa00657738e2978a6,8,"[{""operation"": ""add_solvent"", ""solvent"": 2, ""volume_L"": 0.025}, {""amount_mol"": 0.032, ""operation"": ""add_reagent""}, {""catalyst"": 2, ""catalyst_amount_mol"": 0.0004, ""operation"": ""add_catalyst""}, {""duration_s"": 5400, ""operation"": ""heat"", ""stirring_speed_rpm"": 400, ""target_temperature_K"": 360}, {""operation"": ""quench""}, {""instrument"": ""hplc"", ""operation"": ""measure""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--aligned_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,aligned_nominal,4,0.010938463200363499,1bb5f57021a6441a0cfe4ef4cbe8036f614ea80c13c56098b46fca5042c28063,8,"[{""operation"": ""add_solvent"", ""solvent"": 3, ""volume_L"": 0.025}, {""amount_mol"": 0.026, ""operation"": ""add_reagent""}, {""catalyst"": 3, ""catalyst_amount_mol"": 0.0005, ""operation"": ""add_catalyst""}, {""duration_s"": 5400, ""operation"": ""heat"", ""stirring_speed_rpm"": 400, ""target_temperature_K"": 360}, {""operation"": ""quench""}, {""instrument"": ""hplc"", ""operation"": ""measure""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--aligned_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,aligned_nominal,5,0.10686215286834355,781de13f208046be8415ec186cdab1f3a1a5c3ba835592368007dbceca173a42,8,"[{""operation"": ""add_solvent"", ""solvent"": 1, ""volume_L"": 0.025}, {""amount_mol"": 0.024, ""operation"": ""add_reagent""}, {""catalyst"": 0, ""catalyst_amount_mol"": 0.0006, ""operation"": ""add_catalyst""}, {""duration_s"": 7200, ""operation"": ""heat"", ""stirring_speed_rpm"": 400, ""target_temperature_K"": 360}, {""operation"": ""quench""}, {""instrument"": ""hplc"", ""operation"": ""measure""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--aligned_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,aligned_nominal,6,0.10199694719488525,8b088e997cf63df3155a01358813132618c53388cb76f42255487eccb5864692,8,"[{""operation"": ""add_solvent"", ""solvent"": 1, ""volume_L"": 0.025}, {""amount_mol"": 0.026, ""operation"": ""add_reagent""}, {""catalyst"": 1, ""catalyst_amount_mol"": 0.0005, ""operation"": ""add_catalyst""}, {""duration_s"": 7200, ""operation"": ""heat"", ""stirring_speed_rpm"": 400, ""target_temperature_K"": 360}, {""operation"": ""quench""}, {""instrument"": ""hplc"", ""operation"": ""measure""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--aligned_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,aligned_nominal,7,0.10571208775377566,781de13f208046be8415ec186cdab1f3a1a5c3ba835592368007dbceca173a42,8,"[{""operation"": ""add_solvent"", ""solvent"": 1, ""volume_L"": 0.025}, {""amount_mol"": 0.024, ""operation"": ""add_reagent""}, {""catalyst"": 0, ""catalyst_amount_mol"": 0.0006, ""operation"": ""add_catalyst""}, {""duration_s"": 7200, ""operation"": ""heat"", ""stirring_speed_rpm"": 400, ""target_temperature_K"": 360}, {""operation"": ""quench""}, {""instrument"": ""hplc"", ""operation"": ""measure""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--aligned_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,aligned_nominal,8,0.10423722200589541,781de13f208046be8415ec186cdab1f3a1a5c3ba835592368007dbceca173a42,8,"[{""operation"": ""add_solvent"", ""solvent"": 1, ""volume_L"": 0.025}, {""amount_mol"": 0.024, ""operation"": ""add_reagent""}, {""catalyst"": 0, ""catalyst_amount_mol"": 0.0006, ""operation"": ""add_catalyst""}, {""duration_s"": 7200, ""operation"": ""heat"", ""stirring_speed_rpm"": 400, ""target_temperature_K"": 360}, {""operation"": ""quench""}, {""instrument"": ""hplc"", ""operation"": ""measure""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--misindexed_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,misindexed_nominal,1,0.018564424507897317,11296b74922d3d57ab82a0332fe1e3a40e295bbefb68a5616b8f7fef2837ed50,7,"[{""amount_mol"": 0.03, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 0, ""volume_L"": 0.028}, {""catalyst"": 0, ""catalyst_amount_mol"": 0.0005, ""operation"": ""add_catalyst""}, {""duration_s"": 3600, ""operation"": ""heat"", ""stirring_speed_rpm"": 600, ""target_temperature_K"": 350}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--misindexed_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,misindexed_nominal,2,0.06277742913941041,e5b27a52eec0486ae42414a38945ac89ce6cf69f00036e865d55719ad583ac37,7,"[{""amount_mol"": 0.03, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 1, ""volume_L"": 0.028}, {""catalyst"": 1, ""catalyst_amount_mol"": 0.0005, ""operation"": ""add_catalyst""}, {""duration_s"": 3600, ""operation"": ""heat"", ""stirring_speed_rpm"": 600, ""target_temperature_K"": 350}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--misindexed_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,misindexed_nominal,3,0.01151499086362151,9c7d272f558d2ef2b9fcd8f845e116a0d6730df71cb766b5c3bad2108343f000,7,"[{""amount_mol"": 0.03, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 3, ""volume_L"": 0.028}, {""catalyst"": 0, ""catalyst_amount_mol"": 0.0005, ""operation"": ""add_catalyst""}, {""duration_s"": 3600, ""operation"": ""heat"", ""stirring_speed_rpm"": 600, ""target_temperature_K"": 350}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--misindexed_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,misindexed_nominal,4,0.02195972662068775,ec697d41ce75616187ef7920d3103232da8742415d7c9d7cb44f2aacaa58b593,7,"[{""amount_mol"": 0.03, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 0, ""volume_L"": 0.028}, {""catalyst"": 3, ""catalyst_amount_mol"": 0.0005, ""operation"": ""add_catalyst""}, {""duration_s"": 3600, ""operation"": ""heat"", ""stirring_speed_rpm"": 600, ""target_temperature_K"": 350}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--misindexed_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,misindexed_nominal,5,0.0,a60c27e92df520e2e6e860b983dd0f197d6d6707c81ee12244df1a97ddfdb9c1,7,"[{""amount_mol"": 0.03, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 3, ""volume_L"": 0.028}, {""catalyst"": 3, ""catalyst_amount_mol"": 0.0005, ""operation"": ""add_catalyst""}, {""duration_s"": 3600, ""operation"": ""heat"", ""stirring_speed_rpm"": 600, ""target_temperature_K"": 350}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--misindexed_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,misindexed_nominal,6,0.10273558348593353,a4812ada78e2b14e432ca05b817e0a5afc6561af4da42aec548f7611049951ae,7,"[{""amount_mol"": 0.03, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 1, ""volume_L"": 0.028}, {""catalyst"": 1, ""catalyst_amount_mol"": 0.0005, ""operation"": ""add_catalyst""}, {""duration_s"": 5400, ""operation"": ""heat"", ""stirring_speed_rpm"": 600, ""target_temperature_K"": 370}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--misindexed_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,misindexed_nominal,7,0.09919808486505227,a4812ada78e2b14e432ca05b817e0a5afc6561af4da42aec548f7611049951ae,7,"[{""amount_mol"": 0.03, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 1, ""volume_L"": 0.028}, {""catalyst"": 1, ""catalyst_amount_mol"": 0.0005, ""operation"": ""add_catalyst""}, {""duration_s"": 5400, ""operation"": ""heat"", ""stirring_speed_rpm"": 600, ""target_temperature_K"": 370}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--misindexed_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,misindexed_nominal,8,0.09772321911717208,a4812ada78e2b14e432ca05b817e0a5afc6561af4da42aec548f7611049951ae,7,"[{""amount_mol"": 0.03, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 1, ""volume_L"": 0.028}, {""catalyst"": 1, ""catalyst_amount_mol"": 0.0005, ""operation"": ""add_catalyst""}, {""duration_s"": 5400, ""operation"": ""heat"", ""stirring_speed_rpm"": 600, ""target_temperature_K"": 370}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--opaque,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,opaque,1,0.07418730888596176,83e65b7a1740fae4eefdeb3edc0e135eaf55254889f809c510f6451dc0ea451c,7,"[{""operation"": ""add_solvent"", ""solvent"": 0, ""volume_L"": 0.03}, {""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""catalyst"": 0, ""catalyst_amount_mol"": 0.001, ""operation"": ""add_catalyst""}, {""duration_s"": 3600, ""operation"": ""heat"", ""stirring_speed_rpm"": 400, ""target_temperature_K"": 333}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--opaque,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,opaque,2,0.10274827204678368,4b3184a6cd58008b35a2b978d19360ed4fc85798a0f3b92ff1962a2d58d3f64b,7,"[{""operation"": ""add_solvent"", ""solvent"": 3, ""volume_L"": 0.03}, {""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""catalyst"": 0, ""catalyst_amount_mol"": 0.001, ""operation"": ""add_catalyst""}, {""duration_s"": 3600, ""operation"": ""heat"", ""stirring_speed_rpm"": 400, ""target_temperature_K"": 353}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--opaque,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,opaque,3,0.14748063391407745,70bdef804d8ae5f059c5752099141ab3a7f66995a9079951824ca4dd8af1a110,7,"[{""operation"": ""add_solvent"", ""solvent"": 1, ""volume_L"": 0.03}, {""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""catalyst"": 1, ""catalyst_amount_mol"": 0.001, ""operation"": ""add_catalyst""}, {""duration_s"": 3600, ""operation"": ""heat"", ""stirring_speed_rpm"": 400, ""target_temperature_K"": 353}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--opaque,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,opaque,4,0.11131408448908414,ecc64eb211406a7d680c457cda40b41fb895b5c47f77f96c3c8877fc4064a4c7,7,"[{""operation"": ""add_solvent"", ""solvent"": 2, ""volume_L"": 0.03}, {""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""catalyst"": 1, ""catalyst_amount_mol"": 0.001, ""operation"": ""add_catalyst""}, {""duration_s"": 3600, ""operation"": ""heat"", ""stirring_speed_rpm"": 400, ""target_temperature_K"": 353}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--opaque,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,opaque,5,0.024608717545188195,5fc50227514338a67b5d3c6cb65ecb527670a0527b84d7de4150cba70fb7378a,7,"[{""operation"": ""add_solvent"", ""solvent"": 1, ""volume_L"": 0.03}, {""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""catalyst"": 2, ""catalyst_amount_mol"": 0.00025, ""operation"": ""add_catalyst""}, {""duration_s"": 3600, ""operation"": ""heat"", ""stirring_speed_rpm"": 400, ""target_temperature_K"": 353}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--opaque,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,opaque,6,0.037954158953346015,19d1e44f237b7aae6bccb9adc4f44378be8450b260f27fd18c53f21eacdb4c78,7,"[{""operation"": ""add_solvent"", ""solvent"": 1, ""volume_L"": 0.026}, {""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""catalyst"": 3, ""catalyst_amount_mol"": 0.0003, ""operation"": ""add_catalyst""}, {""duration_s"": 3600, ""operation"": ""heat"", ""stirring_speed_rpm"": 400, ""target_temperature_K"": 353}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--opaque,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,opaque,7,0.08123770565021558,240ce4abdc2444c919f5a3c0966ed582bc55c3167e05f3b7432bee0ba86f8f02,7,"[{""operation"": ""add_solvent"", ""solvent"": 1, ""volume_L"": 0.027}, {""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""catalyst"": 1, ""catalyst_amount_mol"": 0.00026, ""operation"": ""add_catalyst""}, {""duration_s"": 3600, ""operation"": ""heat"", ""stirring_speed_rpm"": 400, ""target_temperature_K"": 373}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed311564803--opaque,A_E_public,reaction-safety-constrained,A-E Reaction safety,311564803,opaque,8,0.05456958230152009,c4871d7bd9a70be10371c1900086ed4e75ba05d05ca54264cdc2e5109f4fe828,7,"[{""operation"": ""add_solvent"", ""solvent"": 1, ""volume_L"": 0.027}, {""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""catalyst"": 1, ""catalyst_amount_mol"": 0.00025, ""operation"": ""add_catalyst""}, {""duration_s"": 3600, ""operation"": ""heat"", ""stirring_speed_rpm"": 400, ""target_temperature_K"": 353}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed413319517--aligned_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,413319517,aligned_nominal,1,0.14138147807643175,f5974c05780fe1e0897ac2d8385f80ab16677dcca1f03bd190d2d9d55136c3bb,9,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 0, ""volume_L"": 0.04}, {""catalyst"": 0, ""catalyst_amount_mol"": 0.002, ""operation"": ""add_catalyst""}, {""duration_s"": 3600, ""operation"": ""heat"", ""stirring_speed_rpm"": 600, ""target_temperature_K"": 350}, {""operation"": ""sample"", ""sample_volume_L"": 0.001}, {""instrument"": ""hplc"", ""operation"": ""measure""}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed413319517--aligned_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,413319517,aligned_nominal,2,0.14971005511980875,9c541fbf98f2dbd4d3c15db45fc9bdbd88a46b0054adad00d32d7fb7f0bfa5be,7,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 1, ""volume_L"": 0.04}, {""catalyst"": 1, ""catalyst_amount_mol"": 0.002, ""operation"": ""add_catalyst""}, {""duration_s"": 3600, ""operation"": ""heat"", ""stirring_speed_rpm"": 600, ""target_temperature_K"": 350}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed413319517--aligned_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,413319517,aligned_nominal,3,0.0,f0e0dd348331355d46a57352b2985d172dbbab91f093131b4ba708413f7892c1,9,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 2, ""volume_L"": 0.04}, {""catalyst"": 2, ""catalyst_amount_mol"": 0.0002, ""operation"": ""add_catalyst""}, {""duration_s"": 3600, ""operation"": ""heat"", ""stirring_speed_rpm"": 600, ""target_temperature_K"": 350}, {""operation"": ""sample"", ""sample_volume_L"": 0.001}, {""instrument"": ""hplc"", ""operation"": ""measure""}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed413319517--aligned_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,413319517,aligned_nominal,4,0.06102780443339954,b8cb32b2b33efbdfdf279ea2097c652a749a6fdb0487d91affc73d2172e75698,7,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 3, ""volume_L"": 0.04}, {""catalyst"": 3, ""catalyst_amount_mol"": 0.0002, ""operation"": ""add_catalyst""}, {""duration_s"": 7200, ""operation"": ""heat"", ""stirring_speed_rpm"": 700, ""target_temperature_K"": 420}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed413319517--aligned_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,413319517,aligned_nominal,5,0.02152937293953159,a80bdf5c73e9e664748bf1cca9f156410db5d091b5e78c31fad5088463626076,7,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 3, ""volume_L"": 0.04}, {""catalyst"": 0, ""catalyst_amount_mol"": 0.0002, ""operation"": ""add_catalyst""}, {""duration_s"": 5400, ""operation"": ""heat"", ""stirring_speed_rpm"": 600, ""target_temperature_K"": 370}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed413319517--aligned_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,413319517,aligned_nominal,6,0.07900251834102401,effab8d85f007b4f1ef2a614f67e9e3ee88bb3a41dbc2685695f958591a8e905,7,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 0, ""volume_L"": 0.01}, {""catalyst"": 3, ""catalyst_amount_mol"": 0.00015, ""operation"": ""add_catalyst""}, {""duration_s"": 3600, ""operation"": ""heat"", ""stirring_speed_rpm"": 600, ""target_temperature_K"": 360}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed413319517--aligned_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,413319517,aligned_nominal,7,0.003117912179807142,c8e56728f744a4ff3e614be6d15350d2fdd4779a01ab050f700da30591e724d4,7,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 2, ""volume_L"": 0.01}, {""catalyst"": 1, ""catalyst_amount_mol"": 0.00015, ""operation"": ""add_catalyst""}, {""duration_s"": 3600, ""operation"": ""heat"", ""stirring_speed_rpm"": 600, ""target_temperature_K"": 350}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed413319517--aligned_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,413319517,aligned_nominal,8,0.0021479796280831492,df6f5470fa93022f2bf1903b11b90f893f74c7aac8fb7ddcaa64940dafcbea5d,7,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 1, ""volume_L"": 0.01}, {""catalyst"": 2, ""catalyst_amount_mol"": 0.00016, ""operation"": ""add_catalyst""}, {""duration_s"": 3600, ""operation"": ""heat"", ""stirring_speed_rpm"": 600, ""target_temperature_K"": 350}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed413319517--misindexed_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,413319517,misindexed_nominal,1,0.0,b49839bace5bb707b8b162f6ce470d5abd005359e2dc4faa657a098e0d211642,7,"[{""operation"": ""add_solvent"", ""solvent"": 0, ""volume_L"": 0.03}, {""catalyst"": 0, ""catalyst_amount_mol"": 0.0006, ""operation"": ""add_catalyst""}, {""amount_mol"": 0.03, ""operation"": ""add_reagent""}, {""duration_s"": 1800, ""operation"": ""heat"", ""stirring_speed_rpm"": 300, ""target_temperature_K"": 333}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed413319517--misindexed_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,413319517,misindexed_nominal,2,0.027773440699127502,1779474b7e24c25289e76a8c056164044c70103fde0ed7dc286512f872202ed0,7,"[{""operation"": ""add_solvent"", ""solvent"": 0, ""volume_L"": 0.025}, {""catalyst"": 3, ""catalyst_amount_mol"": 0.0006, ""operation"": ""add_catalyst""}, {""amount_mol"": 0.03, ""operation"": ""add_reagent""}, {""duration_s"": 1800, ""operation"": ""heat"", ""stirring_speed_rpm"": 300, ""target_temperature_K"": 333}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed413319517--misindexed_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,413319517,misindexed_nominal,3,0.0,4ed941bea34875140e474fa0dfac91904a1af2b2697c14b1b0dbe3923ac79dae,7,"[{""operation"": ""add_solvent"", ""solvent"": 3, ""volume_L"": 0.025}, {""catalyst"": 0, ""catalyst_amount_mol"": 0.0006, ""operation"": ""add_catalyst""}, {""amount_mol"": 0.03, ""operation"": ""add_reagent""}, {""duration_s"": 1800, ""operation"": ""heat"", ""stirring_speed_rpm"": 300, ""target_temperature_K"": 333}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--reaction-safety-constrained--seed413319517--misindexed_nominal,A_E_public,reaction-safety-constrained,A-E Reaction safety,413319517,misindexed_nominal,4,0.0,1baf1ff1210f1a4d4cf585d393e1bea4589a26e8f4448b7aa98cd874e5f1aff6,7,"[{""operation"": ""add_solvent"", ""solvent"": 3, ""volume_L"": 0.025}, {""catalyst"": 3, ""catalyst_amount_mol"": 0.0006, ""operation"": ""add_catalyst""}, {""amount_mol"": 0.03, ""operation"": ""add_reagent""}, {""duration_s"": 1800, ""operation"": ""heat"", ""stirring_speed_rpm"": 300, ""target_temperature_K"": 333}, {""operation"": ""quench""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
