state_id,cluster_id,task,model,repeat,condition,serial_position,call_id,status,candidate_id,failure_type,raw_regret,failure_aware_regret,near_optimal,top1
reaction-to-crystallization--w04--deepseek--r1,reaction-to-crystallization--w04,reaction-to-crystallization,deepseek,1,raw,2,reaction-to-crystallization--w04--deepseek--r1--raw,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w04--deepseek--r1,reaction-to-crystallization--w04,reaction-to-crystallization,deepseek,1,L,3,reaction-to-crystallization--w04--deepseek--r1--L,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w04--deepseek--r1,reaction-to-crystallization--w04,reaction-to-crystallization,deepseek,1,F,4,reaction-to-crystallization--w04--deepseek--r1--F,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w04--gpt--r1,reaction-to-crystallization--w04,reaction-to-crystallization,gpt,1,L,1,reaction-to-crystallization--w04--gpt--r1--L,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w04--gpt--r1,reaction-to-crystallization--w04,reaction-to-crystallization,gpt,1,F,2,reaction-to-crystallization--w04--gpt--r1--F,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w04--gpt--r1,reaction-to-crystallization--w04,reaction-to-crystallization,gpt,1,none,3,reaction-to-crystallization--w04--gpt--r1--none,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w04--gpt--r1,reaction-to-crystallization--w04,reaction-to-crystallization,gpt,1,raw,4,reaction-to-crystallization--w04--gpt--r1--raw,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w04--gpt--r2,reaction-to-crystallization--w04,reaction-to-crystallization,gpt,2,F,1,reaction-to-crystallization--w04--gpt--r2--F,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w04--gpt--r2,reaction-to-crystallization--w04,reaction-to-crystallization,gpt,2,none,2,reaction-to-crystallization--w04--gpt--r2--none,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w04--gpt--r2,reaction-to-crystallization--w04,reaction-to-crystallization,gpt,2,raw,3,reaction-to-crystallization--w04--gpt--r2--raw,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w04--gpt--r2,reaction-to-crystallization--w04,reaction-to-crystallization,gpt,2,L,4,reaction-to-crystallization--w04--gpt--r2--L,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w05--gpt--r1,reaction-to-crystallization--w05,reaction-to-crystallization,gpt,1,F,1,reaction-to-crystallization--w05--gpt--r1--F,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w05--gpt--r1,reaction-to-crystallization--w05,reaction-to-crystallization,gpt,1,none,2,reaction-to-crystallization--w05--gpt--r1--none,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w05--gpt--r1,reaction-to-crystallization--w05,reaction-to-crystallization,gpt,1,raw,3,reaction-to-crystallization--w05--gpt--r1--raw,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w05--gpt--r1,reaction-to-crystallization--w05,reaction-to-crystallization,gpt,1,L,4,reaction-to-crystallization--w05--gpt--r1--L,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w05--deepseek--r2,reaction-to-crystallization--w05,reaction-to-crystallization,deepseek,2,L,1,reaction-to-crystallization--w05--deepseek--r2--L,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w05--deepseek--r2,reaction-to-crystallization--w05,reaction-to-crystallization,deepseek,2,F,2,reaction-to-crystallization--w05--deepseek--r2--F,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w05--deepseek--r2,reaction-to-crystallization--w05,reaction-to-crystallization,deepseek,2,none,3,reaction-to-crystallization--w05--deepseek--r2--none,completed,c08,,0.04084736108779907,0.04084736108779907,False,False
reaction-to-crystallization--w05--deepseek--r2,reaction-to-crystallization--w05,reaction-to-crystallization,deepseek,2,raw,4,reaction-to-crystallization--w05--deepseek--r2--raw,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w05--gpt--r2,reaction-to-crystallization--w05,reaction-to-crystallization,gpt,2,none,1,reaction-to-crystallization--w05--gpt--r2--none,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w05--gpt--r2,reaction-to-crystallization--w05,reaction-to-crystallization,gpt,2,raw,2,reaction-to-crystallization--w05--gpt--r2--raw,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w05--gpt--r2,reaction-to-crystallization--w05,reaction-to-crystallization,gpt,2,L,3,reaction-to-crystallization--w05--gpt--r2--L,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w05--gpt--r2,reaction-to-crystallization--w05,reaction-to-crystallization,gpt,2,F,4,reaction-to-crystallization--w05--gpt--r2--F,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w05--deepseek--r1,reaction-to-crystallization--w05,reaction-to-crystallization,deepseek,1,raw,1,reaction-to-crystallization--w05--deepseek--r1--raw,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w05--deepseek--r1,reaction-to-crystallization--w05,reaction-to-crystallization,deepseek,1,L,2,reaction-to-crystallization--w05--deepseek--r1--L,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w05--deepseek--r1,reaction-to-crystallization--w05,reaction-to-crystallization,deepseek,1,F,3,reaction-to-crystallization--w05--deepseek--r1--F,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w05--deepseek--r1,reaction-to-crystallization--w05,reaction-to-crystallization,deepseek,1,none,4,reaction-to-crystallization--w05--deepseek--r1--none,completed,c01,,0.0,0.0,True,True
